,Sujetos,lematizado,texto_crudo,coherencia_evolucion,coherencia_evolucion_normalizada
53,54,buen sesión psicología medio cortado organizar mal horario desayunar querer poner preparado terminar sesión agarrar mochila salir llegar demasiado tarde final llegar temprano suerte colectivo después desayunar café par tostada hacer café mañana arrancar psico poner leer ip después venir acá chequear ver dónde borde edificio chequear hora bien ver si ir llegar tarde llegar acá quedar esperar entrada hacer saber si suficiente detalle necesitar específicamente hablar mamá nota final pedir ayer foto pasar consejo manejar enojo nota después resto cosa importancia creer," Bueno, tuve una sesión de psicología medio cortada porque organicé mal los horarios y antes que eso, desayuné y todo y me quise poner todo preparado para terminar de sesión, agarrar una mochila y salir para no llegar demasiado tarde, que al final llegué un poco más temprano. Tuve suerte con los colectivos. Después le desayuné un café con un par de tostadas sin  nada, hice un café a la mañana y antes de arrancar la psico me puse a leer un poco el Ip, después vine para acá chequeando viendo dónde estaba el borde del edificio, chequeando un poco la hora para estar bien, para ver si iba a llegar tarde o no. Y antes de llegar por acá me quedé esperando un poco en la entrada, porque es algo que se hace y no sé si es suficiente detalle o necesitas más. Específicamente, no, o sea, hablé un poco con mi mamá sobre una nota final  que pidieron ayer, una foto que me pasó y unos consejos para manejar un poco el enojo de la nota, pero después el resto son cosas sin importancia que creo yo.
",[0.54323249 0.60394675 0.48872669 0.64252192],"[0.8444422259294918, 0.9388211263041466, 0.7597142387885493, 0.9987853319213951]"
54,55,buen venir levanté desayunar sacir perro plaza bañar saco perro suelto rato hoy soltar barro si dejar correr lleno barro entonces mejor igual sacir tiempo si llegar tarde generalmente saco 40 minuto medio hora sacar 1520 minuto después tomar colectivo venir llegar caminar pabellón 1 nomás empezar hacer tiempo vida empezar 9 mañana así costar levantar yo generalmente costar varios alarma puesto cada 10 minuto primero alarma empezar 9 levanté 9 medio pasar siempre levantar necesitar varios alarma si ser interesante ahora opinión," Bueno, antes de venir me levanté, desayuné, saqué al perro a la plaza. O sea me bañé antes ¿no? y cuando saco al perro lo suelto un rato, pero hoy no lo solté tanto porque había mucho barro y si lo dejo correr se llena de barro entonces mejor no, pero igual no saqué mucho tiempo porque si no llegaba tarde generalmente lo saco 40 minutos, media hora y él lo habría sacado 15-20 minutos. Pero después nada, me tomé el colectivo y vine y llegué y caminé desde el pabellón 1, pero nada, eso nomás. No, porque no empezó hace mucho tiempo mi vida, habría empezado a las 9 de la mañana, así me costó levantarme, generalmente me cuesta, por eso tengo varias alarmas puestas como cada 10 minutos, o sea la primera alarma habría empezado a las 9 y yo me levanté 9 y media, pero eso es algo que me pasa siempre, que me levanto, que necesito varias alarmas, pero si no nada más, no ha sido muy interesante hasta ahora en mi opinión.
",[0.50486676 0.51311496 0.42911401 0.45205891],"[0.7154055050073562, 0.7270933493418107, 0.6080624627094658, 0.6405758050274724]"
55,56,buen venir tomar colectivo mercede entonces hacer levantar yo 7 mañana desayunar tú lavar yo diente preparado subir colectivo venir buen aire colectivo dormir mayoría vez quedar dormido llegar departamento departamento bañar cacho celular venir acá comprar sándwich pues desayunar jugar jueguito colectivo dormir pues dormir," Bueno, antes de venir me tomé el colectivo porque estaba en Mercedes, entonces lo que hice fue levantarme a las 7 de la mañana, desayunar un té, lavarme los dientes y ya tenía todo preparado, me subí al colectivo y vine para Buenos Aires. En el colectivo me dormí, la mayoría de las veces me quedo dormido. Llegué al departamento, a mi departamento, me bañé, estuve un cacho en el celular y vine para acá y me compré un sándwich, pues no desayuné nada. Estaba jugando a un jueguito y en el colectivo nada más que dormir, pues no dormí mucho. ",[0.62103373 0.75128061 0.62734801],"[0.9594827727858045, 1.1607111919113573, 0.9692381859821932]"
56,57,buen venir casa departamento mañana solo hermano ir cursar hacer cosa tesis hacer tesis ciencia dato campo red complejo escribir código después poner trabajar trabajar startup rosario hacer frontend desayunar mañana levanté después desayunar levanté desayunar después baño hacer cama después trabajar venir yo saludar hermana llegar venir acá ah si lavar ropa colgar tender balcón junto ropa colgado húmedo humedad seco lavar plato quedar anoche plato ensucir desayuno baño menos vez mañana buscar internet información sacar visa australiano trabajar viajar hablar amigo videollamado ayudar él resolver problema ir compañero trabajo amigo problema trabajo acordar cocinar budín avena banana comí medio mañana tomar mates," Bueno, antes de venir estaba en mi casa, en mi departamento, a la mañana estoy solo porque mis hermanos van a cursar. Estuve haciendo cosas de la tesis, estoy haciendo la tesis en ciencia de datos en el campo de redes complejas. Estuve escribiendo código y después me puse a trabajar, estoy trabajando en una startup de Rosario haciendo frontend. Y desayuné a la mañana cuando me levanté, o sea todo eso fue después de desayunar, me levanté, desayuné, después fui al baño, hice la cama y nada, después estuve trabajando y antes de venirme la saludé a mi hermana que llegó y vine para acá. Ah si, lavé la ropa y la colgué en el tender en el balcón, junto con ropa que había colgado antes y estaba húmeda porque hay humedad y no se secó, lavé los platos que quedaron de anoche más los platos que ensucié en el desayuno, fui al baño al menos una vez en la mañana, estuve buscando en internet información sobre sacar la visa australiana para trabajar y viajar. Y hablé con un amigo por videollamada para ayudarlo a resolver un problema, va de un compañero de trabajo y un amigo también, un problema del trabajo. Y no mucho más que me acuerde. Cociné un budín de avena y banana y comí eso a media mañana y tomé mates. No mucho más.
","[0.46266209 0.52249011 0.48499197 0.42004333 0.36963224 0.35541773
 0.32874186 0.26150906]","[0.7563780169735457, 0.8541872029874724, 0.7928837783501528, 0.6867032154234025, 0.6042891922638237, 0.5810507599840592, 0.5374400035346618, 0.42752520879862577]"
57,58,venir comer preparar ensalada lechuga lavar sucio entonces lavar poner centrifugador lechuga tomate palta queso sobrar después hacer omelette huevo queso comer básicamente mientras ver capítulo serie empezar hacer bastante costar seguir él llama bronca buen netflix hacer justo venir alguno detalle sentado mesa madera cabecera mientras comer mirar serie después levanté lavar plato reponer soda terminar entonces terminar tomar soda poner nuevo heladera poner envase viejo canasto ir sodo venir salir casa caminar parada colectivo tardar colectivo venir así escuchar música mientras esperar señora vino preguntar si colectivo dejar ramsey echeverría saber cuál ramsey saber colectivo pasar echeverría saber cuál ramsey así buscar saber ver aparecer recorrido entonces buscar recorrido colectivo ver pasar justo esquina así decir ir vino colectivo subir dos colectivo lado hablar colectivo escuchar música tardar bastante colectivo puente así rato largo ahí frenado finalmente llegar caminar acá llegar puerta crucir luz profesora físico 1 dejar pasar decir poder entrar decir si si tener anunciar tú igual decir gracias crucir seguridad preguntar nombre indicar dónde venir venir acá sentir hablar yo," Antes de venir, comí, me preparé una ensalada de lechuga que no tuve que lavar porque estaba sucia, entonces la lavé y la puse en el centrifugador ese. Lechuga, tomate, palta y un poco de queso que sobraba y después me hice un omelette con huevo y queso, comí eso básicamente. Mientras veía un capítulo de una serie que empecé hace bastante ya, me está costando seguirla, se llama Bronca, estaba buena, en Netflix, y eso hice justo antes de venir. Algún otro detalle, estaba sentada en una mesa de madera, en la cabecera mientras comía y miraba la serie. Después levanté todo. Lavé los platos. Repuse la soda que se había terminado, entonces la terminé, tomé soda, puse otra nueva en la heladera, puse el envase viejo en el canasto donde van las sodas. Vine, salí de mi casa, caminé hasta la parada de colectivo, tardó mucho el colectivo en venir, así que escuché música. Mientras esperaba, una señora vino, me preguntó si el colectivo la dejaba en Ramsey y Echeverría, como no sabía cuál era Ramsey, sabía que el colectivo pasaba por Echeverría, pero no sabía cuál era Ramsey, así que lo busqué en cuando subo, viste que te aparece el recorrido, entonces busqué el recorrido del colectivo, vi que pasaba justo por la esquina, así que le dije, este va. Vino el colectivo, nos subimos las dos, estuvimos en el colectivo, ella por su lado, no es que hablamos en el colectivo, yo escuchando música. Tardó bastante el colectivo en el puente, así que estuve un rato largo ahí frenada, pero finalmente llegué. Caminé hasta acá. Cuando llegué a la puerta y me crucé con Luz, que fue una profesora mía de física 1, me dejó pasar y le dije ¿puedo entrar? y me dijo, si, si tenés que anunciarte igual, yo le dije, una gracias, me crucé con el de seguridad, que me preguntó mi nombre y me indicó para dónde venir, vine acá, me senté y hablé con vos.
","[0.49147405 0.44430934 0.48579494 0.48325367 0.47733571 0.51080165
 0.49597403 0.45521655 0.50677226 0.50419349 0.48213765 0.66104251
 0.62553316]","[0.8442359498559828, 0.763218154334579, 0.8344805727512208, 0.8301152765789238, 0.8199496265342283, 0.8774361853742961, 0.8519658405432314, 0.7819541526130498, 0.8705146440836634, 0.8660849290211563, 0.8281982195890917, 1.1355143718418172, 1.0745177276113227]"
58,59,venir acá casa trabajar 8 12 trabajo remoto casa compu dar laburo encargar yo situación justo mandar reparar computadora técnico hacer dos mes computadora personal tardar tardar finalmente entregármelar entonces decir entregar hoy coordinar ahí salir acá entonces decir compañero habitación si poder encargar recibir él salir apurado banco buscar efectivo cosa bien trabajo reunión resto equipo sumar persona nuevo llamar julián de el buen espíritu alguien ver gana hacer cosa previamente proyecto volver sumar entonces poner capaz idea disparatado imaginar ir tener fumar capaz frenar él cosa buen entonces laburar 8 12 pedir compañero encargar después recibir compu si poder encargar él comida ir comprar comida gato quedar comida hacer dos día hacer día saber justo encima medio proceso medio traumático mudar gata entonces ahí medio tenso buen gato quedar comida ir él robar gata pasar cosa pasar buen entonces hacer súper recorrido ir banco ir veterinaria encima pasar comprar queso estancia lugar llamar estancia san francisco ahí dar probar hacer degustación queso paulino acuerdo cuál específico queso lomito ahumado rico buen decir demasiado plata ir comprar ofrecer pastelito semana mayo falta pastelito quedar gana buen detalle relacionado tema conseguir plata capaz técnico pasar abuela buscar computadora decir buen capaz abuela poder dejar plata medio querer poner él abuela situación incómodo dar efectivo preguntar si ver si conseguir banco quedar preguntar duda tener saber final decir buen preocupar suerte llegar ahí charlar whatsapp compañero recibir compra así viaje bondi charlar whatsapp novia contar idea hacer propio tesis estar matemática estudiar biología querer hacer tesis medir matemática aplicado biología entonces mandar librito leer ver parecer tema parecer interesante agarrar entonces ninguno conocimiento biológico alguno guía necesitar ahí buen," Antes de venir acá, estaba en mi casa, trabajé de 8 a 12, trabajo remoto, desde mi casa, con una compu que me dieron desde el laburo. Tuve que encargarme de otra situación justo antes, que es que había mandado yo a reparar otra computadora al técnico como hace dos meses, una computadora personal, y tardó, tardó mucho, y finalmente la tenía como para entregármela. Entonces me dijo que me la entregaba hoy, yo tenía que coordinar ahí porque tenía que salir para acá, un poco, y entonces le dije a mi compañero de mi habitación si se podía encargar de recibirla, pero yo tuve que salir a las apuradas al banco a buscar efectivo y esas cosas. Bien, durante el trabajo hubo una reunión con el resto del equipo, se sumó una persona nueva que se llama Julián Dell, y no, como que tenía un buen espíritu, o sea, es alguien que se ve que tiene ganas de hacer cosas, había estado previamente en el proyecto, y se vuelve a sumar, entonces lo tuvimos que poner un poco al tanto, pero también como capaz algunas ideas muy disparatadas, y que ya, me imagino, me la voy a tener que fumar o capaz frenarle un poco con algunas cosas, pero bueno. Y, nada, entonces, laburé de 8 a 12, le pedí a mi compañero que se encargará después de recibir la compu, también si podía encargarse de la comida, yo tuve que ir a comprar comida para el gato, que se había quedado sin comida hace dos días, o hace un día, no sé, y que justo encima está en medio de un proceso medio traumático porque se mudó otra gata, entonces están ahí medio tensos, y bueno, este gato se quedó sin su comida y fue a irle a robar a la otra gata, pasaron esas cosas que pasan, y bueno, entonces hice un súper recorrido de ir al banco, ir a la veterinaria, y encima pasé a comprar queso en una estancia, un lugar que se llama Estancia San Francisco, que ahí me dieron a probar, estaban haciendo una degustación de un queso, la Paulina, no me acuerdo cuál, a lo específico, y de un queso, y un lomito ahumado, estaban ricos, pero bueno, yo ya era como, dije, no, demasiada plata, no voy a comprar esto, también me ofrecieron pastelitos, por la semana de mayo, tienen una falta de pastelitos, me quedé con ganas, pero bueno. Sí, más detalles que estuvieron relacionados con ese tema de conseguir la plata capaz, también el técnico este tenía que pasar por lo de mi abuela, buscar otra computadora, y me dijo, bueno, capaz tu abuela me puede dejar la plata, y yo medio que no quería ponerle a mi abuela en una situación incómoda, que te tuviera que dar mucho efectivo y eso, le pregunté si tenía, a ver, si yo no conseguía, porque el banco se había quedado sin, o lo que sea, le pregunté por las dudas, tenés algo, qué sé yo, pero al final le dije, bueno, no te preocupes, y nada, por suerte ya llegó, estuve ahí charlando por whatsapp con mi compañero y recibió la compra. Así que, eso, durante el viaje en bondi estuve charlando por whatsapp también con mi novia, le estaba contando algunas ideas que tenía yo para hacer mi propia tesis, yo estudié matemática, y nada, ella estudia biología, y lo que quiero hacer yo para la tesis es medir matemática aplicada a la biología, entonces le mandé un librito que estaba leyendo a ver qué le parecía, qué temas le parecían interesantes, porque también hay muchos de lo que agarrar, entonces, un poco, como no tengo ningún conocimiento biológico, alguna guía necesito ahí, pero bueno.
",[0.71725812 0.71182013 0.7197471  0.70554248 0.66850811 0.59019887],"[1.1291911428743384, 1.1206300265301823, 1.1331095857465612, 1.1107470345112238, 1.0524432182336405, 0.9291597084595551]"
59,60,buen venir laburar terminar tirar ratito día largo entrenar reunión alguno beca hacer así mucho cosa laburo medio pesado bienbueno mediodía comer tarta verdura hacer mamá espectacular hacer montón hacer montón laburo entender re rico a eh buen aprovechar ver partecita documental ver chica desaparecer vaticano hacer año interesante dormir así ver," Bueno, antes de venir, estuve laburando, terminé, me tiré un ratito porque nada. Nada, un día largo antes de eso fui a entrenar, tuve una reunión por alguna beca que estoy haciendo, así que como con muchas cosas y también el laburo estuvo medio pesado, pero bien.Bueno, a mediodía comí tarta de verdura que hizo mi mamá y está espectacular. Hace un montón que no hacía porque es un montón de laburo y se entiende, pero nada, estuvo re rico. Ah, bueno y aproveché para ver una partecita de un documental que estaba viendo de una chica que desapareció en el Vaticano hace unos años. Nada, interesante,  pero me dormí, así que mucho no a ver.
",[0.5432698  0.56387965 0.57327625 0.52999473],"[0.8934105347954888, 0.92730356139984, 0.9427563325292492, 0.871579597025711]"
60,61,venir acá gimnasio crucir amigo leer empezar hoy ver piso arriba tratar llamar él atención entrenador lograr después ver creer rendir después volver casa bañar comer casa jardinero llegar tarde hacer tarde tomar colectivo venir facultad entregar taza amigo mati parte hermana después venir acá," Antes de venir para acá, fui al gimnasio. Me crucé con mi amigo Leo, que estaba empezando hoy. Lo vi desde el piso de arriba, estaba tratando de llamarle la atención a una entrenadora, lo logró y después no lo vi más, creo que se rindió. Después volví a casa, me bañé, comí. En casa estaban los jardineros. Llegué muy tarde, se me hizo muy tarde. Me tomé el colectivo. Vine para la facultad. Le entregué una taza a mi amigo Mati de parte de mi hermana. Y después vine acá. 
","[0.4121628  0.40446536 0.37987089 0.37064286 0.38314892 0.42176154
 0.49544628 0.37702377 0.47098017]","[0.7511090378252014, 0.737081526876566, 0.692261551575373, 0.6754447564762575, 0.6982353007300722, 0.7686013884381344, 0.9028815350639351, 0.6870730734180597, 0.858295459516414]"
61,62,venir levanté mañana tempranito hacer rato fiaco después levanté hacer mate mate sentir rato suelo después querer tomar mate querer preparar yo dormido entonces seguir sentado estar después intentar estirar gustar estirar mañana intentar estirar concentrado levantar yo chequeé celular responder persona querer responder así levanté medio conflictuado buen después intentar estirar estir poquito mientras escuchar radio después matar terminar poner fin radio intentar medio respirar quedar meditación tampoco poder cabeza mil así ver ir poder meditar terminar ahí preparar venir facultad ahí venir facultad tomar café comer medialuna mirar rato instagram después biblioteca estudiar estar rato concentrado último responder persona ahí medio volver normalidad ahí estudiar concentrado ahora venir quedar ratito sol responder mensaje venir acá," Antes de venir me levanté a la mañana, tempranito, hice un rato de fiaca y después me levanté. Me hice un mate, con el mate me senté un rato en el suelo y después estuve entre que quise tomar mate, me quise prepararme pero estaba dormida, entonces me seguí sentada, estudié un poco, después intenté estirar, me gustó estirar las mañanas, intenté estirar, no estaba muy concentrada, antes de levantarme chequeé el celular, no me había respondido una persona que quería que me responda, así que me levanté como media conflictuada y bueno, nada eso. Después intenté estirar, estiré un poquito mientras escuchaba la radio y después cuando el mate ya estaba terminando, le puse el fin a la radio, intenté medio respirar un poco, me quedé con la meditación, tampoco pude mucho porque ya mi cabeza estaba muy a mil, así que cuando vi que no iba a poder meditar mucho, terminé y ahí me preparé para venir a la facultad. Y ahí vine a la facultad, tomé un café, comí medialunas, miré un rato de Instagram y después me fui a la biblioteca a estudiar, estudié un rato, no estuve muy concentrada. A lo último me respondió esa persona y ahí como que medio todo volvió a la normalidad y ahí sí estuve estudiando un poco más concentrada, hasta ahora, que antes de venir me quedé un ratito al sol respondiendo mensajes y me vine para acá.
",[0.66967042 0.6504515  0.66617757 0.57067645],"[1.0191148364872817, 0.9898671907488362, 1.013799367577903, 0.8684642734141454]"
62,63,venir recién comer amigo noriego especie libreria pabellón 1 tres chico biología realidad visto juntado cumpleaños después encontrar hoy chica dalilo conocido cumpleaños después ver hoy momento pasar amigo iñaki físico graduar principio llegar charlar rato dalilo después buscar comida volver quedar charlar rato estudiar biólogo químico biológico después poner trabajar compu quedar después charlar trabajar después venir acá demasiado interrupción noriego tanto gente 10 persona mesa cuatro dalila ir venir vez venir gente comprar cosa librería pizarrón después fijar parecer jugar alguno juego noriego hacer tiempo ser cumpleaños dalilo semana pasado ahorcado decir dalila saber alguno juego jugado saber chico comer mandarina traer bolsa saber poder hablar lugar si norir librería entrar izquierdo tener biblioteca bastante cargado libro biblioteca apenas entrar puerta espacio libre atrás todo bastante cargado después si ir mirar entrar izquierda poquito hacia derecha mostrador vez dalila atrás compu atrás utensilio varios después si ir derecho utensilio uso común lapicero lápiz sacapunto goma comprar si seguir topo mesa si acuerdo mal ir ser rededor 3 3 2 hilera grande buen organizado asi después fondo tener juego ventana dar comedor tener pizarrón después mirar lado puerta," Antes de venir estuve recién comiendo con unos amigos. Estuvimos en la Noriega, que es una especie de libreria que hay en el Pabellón 1. Eran tres chicos de biología, que en realidad los había visto en una juntada en un cumpleaños antes, después los encontré hoy. Y una chica, Dalila, que también la había conocido en un cumpleaños y después la vi hoy. En un momento también pasó otro amigo, Iñaki, un físico que se está graduando. Al principio llegué, estuvimos charlando un rato con Dalila, después fui a buscar algo de comida y volví. Nos quedamos charlando un rato más. Estaban estudiando los biólogos algo de química biológica. Después me puse a trabajar en la compu. Nos quedamos después de charlar todos trabajando. Después vine para acá sin demasiada otra interrupción. 
En la Noriega no había tanta gente. Seríamos 10 personas como mucho. En la mesa éramos cuatro, Dalila iba y venia porque a veces venían gente a comprar cosas a la librería. En el pizarrón después me fijé, parecía que estuviéramos jugando algún juego en la Noriega hace tiempo. Había sido el cumpleaños de Dalila la semana pasada y había un ahorcado que decía Dalila. No sé, a algún juego habrían jugado. Sé que uno de los chicos estuvo comiendo mandarinas. Había traído una bolsa. Sí, no sé. 
Te puedo hablar del lugar en si, de la Noriega. Es una librería. Cuando entras a la izquierda tenés algunas bibliotecas. Estaban bastante cargadas los libros. Tenía una biblioteca apenas entras a la puerta y había un espacio libre y más atrás había otra. Estaban todas bastante cargadas. Después si vas mirando, cuando entras a la izquierda pero de a poquito hacia la derecha hay un mostrador. Donde a veces estaba Dalila atrás, hay una compu. Habían atrás utensilios varios. Después si vas más a la derecha hay algunos utensilios de uso más común, lapiceras, lápices, sacapuntas, gomas. He comprado una. Si seguís, ya te topas con la mesas, si no me acuerdo mal van a ser al rededor de 3 y 3 en 2 hileras, son de esas grandes. Bueno, estaban organizadas asi. Después al fondo tenes juegos, hay una ventana que da al comedor y tenes el pizarrón y después ya miras al otro lado de la puerta.
","[0.43575973 0.47586199 0.45442033 0.43599219 0.43350897 0.43817616
 0.42315531 0.44121266 0.43967537 0.45447516 0.44059025 0.45365925
 0.44405804 0.42930214 0.43753969 0.43670161 0.43987774 0.46709778
 0.46294879 0.48481141 0.44666963 0.47158806 0.46202092 0.50550159
 0.5043396  0.49735956 0.48713351 0.48881977 0.50218425 0.54622682
 0.54520146 0.49342139 0.58561522]","[0.8150699868679592, 0.8900795345920407, 0.8499738327759929, 0.8155047790395858, 0.81086003596785, 0.8195898026332326, 0.7914939520596539, 0.8252694566400062, 0.822394022701213, 0.8500763827287563, 0.8241052678322401, 0.8485502658567321, 0.8305916111535457, 0.8029913247944781, 0.818399317651807, 0.8168317190814781, 0.8227725456513979, 0.873686460499318, 0.865925952512589, 0.9068190462729575, 0.8354764823840324, 0.8820853403254988, 0.8641904129275887, 0.9455191432361331, 0.9433456894792247, 0.9302898357010744, 0.9111624433764914, 0.914316514299123, 0.9393142148060772, 1.0216939584348856, 1.0197760638472528, 0.9229236530244983, 1.095368271850402]"
63,64,buen venir levanté estudiar reír parcial semana venir cocinar hacer arroz milanés huevo duro mientras mirar capítulo hacer anatomía después venir temprano buen 42 vez llegar rápido vez llegar hora rato kiosk charlar ahí compañero trabajo hacer hora venir acá mañana productivo empezar libro nuevo mientras esperar acá entrar duelo dolor domingo mamá dar carta salir leer vuelta cómo par cosa pasar familia llorar rato día seguir después comer dos flin paff kiosk mientras esperar poner hacer torre carta pasar tiempo chico trabajar hablar después abrigar venir acá," Bueno, antes de venir me levanté, estuve estudiando un poco, rindo un parcial la semana que viene, me cociné, hice un arroz con milanesas y un huevo duro, mientras miraba un capítulo que le hice anatomía y después me vine temprano porque, bueno, en 42 a veces llega rápido y a veces no, y como llegué una hora antes me fui un rato al kiosk para charlar ahí con mis compañeros de trabajo y cuando se hizo la hora me vine para acá. No fue una mañana muy productiva, pero algo. Nada, me empecé un libro nuevo mientras estaba esperando acá para entrar, es sobre el duelo y el dolor y el domingo mi mamá me dio una carta y antes de salir la leí de vuelta sobre cómo se está sintiendo un par de cosas que estamos pasando en la familia y nada, lloré un rato, como todos los días, y seguí. Y nada, después me comí dos flin paff en el kiosk mientras esperaba y me puse a hacer una torre de cartas para pasar el tiempo porque los chicos estaban trabajando y mucho no hablaba y nada, después me abrigue y vine para acá. No hay mucho.
",[0.5103266  0.49184734 0.61657843 0.28153706],"[0.8978709541359002, 0.8653584503957914, 1.0848109063683369, 0.49533758242773623]"
64,65,venir charla avance labo 6 justo entrar charla grupo anterior hacer laboratorio mismo lugar grupo entonces buen atrasar entonces entrar tarde entrar presentar powerpoint charla bastante tranquilo profesora prestar atención menos medio arriba entonces buen contar contar primero primero hacer transportar sistema laboratorio laboratorio después contar diferente cosa hacer ejemplo necesitar pieza buen contar cómo pieza característica después hablar distinto prueba hacer sistema cuestión último hablar objetivo quedar restar cuatrimestre saber si deber decir él dispuesto sentado frente mesa computadora derecho silvia izquierdo abril buen abril pieza soldadura perdón decir entonces pieza hablar soldadura especial abril buzo medio tela medio pielcita parecer mitad arriba azul oscuro mitad abajo color crema pelo suelto peinado raya costar silvia raya costar lente puesto pañuelo bastante colorido dispuesto forma chal entonces poder ver bien abajo buen uno bota ventana poquito abierto especie empapelado ventana después acuerdo notar pared aula char el hecho perfectamente hecho especie madero lugar conectar bien madera acordar buen profesora tomar nota hoja cosa ir decir grupo anterior poner nota bien anotar anotar apellido poner mal mandar mail apellido escrito mal explicar puesto mal,"Antes de venir tuve la charla de avance del labo 6 justo cuando estábamos por entrar a la charla estaba el grupo anterior que está haciendo el laboratorio en el mismo lugar que mi grupo. Entonces bueno, ellos se atrasaron un poco entonces nosotras entramos más tarde. Entramos, le presentamos el powerpoint, la charla fue bastante tranquila, la profesora te presta atención pero más o menos medio por arriba. Entonces bueno, le fuimos contando le contamos primero que es lo primero que hicimos que fue transportar nuestro sistema de laboratorio de un laboratorio a otro. Después le contamos diferentes cosas que fuimos haciendo. Por ejemplo necesitamos una pieza bueno, le contamos cómo era esa pieza, que características tenía. Después le hablamos de las distintas pruebas que le hicimos al sistema en cuestión. Y por último le hablamos de los objetivos que nos quedan para lo que resta del cuatrimestre. Y no sé si esto debería decirlo o no, pero estábamos como dispuestas yo estaba sentada frente a una mesa con la computadora y estaba a mi derecha está Silvia y a mi izquierda Abril. Y bueno, Abril tenía una de las piezas de la soldadura, perdón, no dije esto entonces tenía una pieza de la que hablamos, que tenía una soldadura especial. 
Abril tenía un buzo que era como medio de con una tela medio de pielcita parecía uno que tenía yo, que era como mitad para arriba azul oscuro, mitad para abajo color crema, y tenía el pelo suelto como peinado con raya al costado. Silvia tenía también raya al costado, los lentes puestos, un pañuelo bastante colorido, que lo tenía más como dispuesto a forma de chal, entonces no se le podía ver bien que tenía abajo. Y bueno tenía unas botas. La ventana estaba un poquito abierta. Había como una especie de empapelado en la ventana. Después me acuerdo de que noté que la pared del aula donde era la charla no estaba hecha perfectamente porque estaba hecha como con una especie de maderas tenía como un lugar donde no conectaban bien las maderas. Y algo más me acordaba que era que bueno, la profesora tenía estaba tomando notas en una hoja de las cosas que le íbamos diciendo y al grupo anterior les puso una nota bien. Y de nosotras fue anotando, anotó también que los apellidos los puso mal porque nos había mandado un mail con nuestros apellidos y los había escrito mal. Nos explicó también por qué los había puesto mal y eso.
","[0.64121034 0.59602364 0.58244389 0.5833879  0.59124022 0.59532273
 0.60262969 0.60320924 0.57196186 0.58491111 0.59225396 0.55766506
 0.59500684 0.59498574 0.6048575  0.64502629 0.5872943  0.50891912]","[1.0718588851403137, 0.9963239843944492, 0.9736238193242509, 0.9752018505670588, 0.9883279239767174, 0.995152321169638, 1.0073667781726336, 1.0083355504816356, 0.9561018613716569, 0.9777480672087517, 0.990022513513428, 0.9322030743962589, 0.994624282466569, 0.9945889979632578, 1.0110908268392764, 1.078237694966565, 0.9817318467183729, 0.8507184749340025]"
